"id_plot","C.stock","Decomp","Biomass","P.germ","Herbivory","Predation","Bird.smi","frass","Sha.veg","Sha.herb","Sha.cara","Sha.spider","Sha.iso","Sha.dip","Sha.bird","Sha.bat","frag_prox","plot_edge100m","speccomb","total_all_ba","prox.std","edge.std","dens.std"
1,0.0688248563315811,0.422848197693619,0.353816134258872,1.84713497956294,0.783087682522213,-0.913372531079156,0.396546144562889,-0.137610817169126,0.153702675113638,0.773168525564072,-0.831727114817194,1.11048153255586,0.531084981415348,0.186546648853046,0.316750565802857,-0.119956157468633,1.0465,423.873342145351,"qrob.qrub",3.853379373,-1.37001882003604,1.56183377732256,0.602573678470016
2,0.0851951356100535,0.388783404130255,-0.846824437737021,-1.0546665465848,-1.28309040428593,1.48046646521072,0.980249931601311,-1.07927750850964,-0.278276501658885,-0.679369312842678,1.1661539766663,0.5252401755625,-1.84621384768048,-0.0272613772012497,-0.453455461400456,0.0721288227811316,44.572,176.05746857804,"fsyl",2.950956884,-0.105726724275595,-0.00433515315176967,-0.997750293069611
3,-0.176094569216084,-0.199035118401071,0.361626681616042,-0.110539734249644,-1.52138443078772,-1.44533675247691,-0.60802362023572,-1.06446144983858,-0.051729953163337,-1.39572124417218,-1.05531328438446,0.850162828301535,0.0999298200343338,-1.6244642508789,-1.33037529244922,0.680819329488469,44.572,175.2818429134,"fsyl",3.601541453,-0.105726724275595,-0.00923702162432215,0.155973261003381
4,-0.0406005282721676,-0.832764856897004,-0.0451368141747277,-0.582603140417221,-0.897166288268737,0.150555911716344,-0.627681961579279,-0.6490654350602,0.038810034171195,-0.987582202429979,-0.472386500517488,-0.476268835097665,-0.296162290369939,0.826256486927091,-1.55569061278845,1.32746751307686,69.3067,0,"fsyl.qrub",3.552709322,0.612746026204144,-1.11699889537163,0.0693760952930498
5,1.31580199318732,-1.18060783865141,0.19345483489495,-1.36011933881087,-0.471797913824485,0.150555911716344,0.60298460998851,-0.470470839061085,-0.637382539925653,1.31828223194862,-0.763855343506831,-0.326064502664282,-0.211557598225486,1.89263168783977,0.38814112274674,3.23081603998645,69.3067,86.95507699376,"all",3.601266563,0.612746026204144,-0.567452419699075,0.155485780846472
6,0.25151129296653,-0.345721323601341,0.87772979598176,-0.999129675270963,-0.178215920016507,-0.381408309681406,-1.01789877377808,-0.676844330226836,0.464658351751453,-0.642426092173608,0.593573208021977,1.6750029801552,0.792913622821341,-0.218518057924374,-0.382310052183352,-0.702473238212762,82.0347,77.4753568145699,"fsyl.qrub",4.074228625,0.982458259144351,-0.627363203461703,0.994219893386315
7,1.57597521711955,0.388119130906916,-0.632320793153599,1.02796612768391,0.284222802011673,0.94850224381297,-0.28391557968749,-0.518040407799178,-0.203091619661411,1.25653725789514,0.177566702154306,-0.582504593051134,-1.02747846290227,0.0186868461116539,-0.733425455844786,-0.999079711413935,82.0347,28.30481874741,"all",3.252569414,0.982458259144351,-0.938115569349089,-0.462881351128034
8,-1.5120402904414,0.027238824332835,-0.192905817689677,0.278218364947177,-1.13268733513769,-0.647390420380281,-1.24125398122833,-0.880923113721606,-0.418430889430741,-0.820808749978887,-1.00274532624967,1.02319503507758,0.613771034222549,0.0227798466855422,-2.25134358116388,-1.11053528805686,82.0347,154.8739031059,"fsyl.qrub",3.365018796,0.982458259144351,-0.138212945568981,-0.263467613335627
9,-0.0655089944256262,-0.382371700127534,0.0132551817787118,-0.138308169906566,-0.049143528485362,-0.115426198982531,1.03878058361944,-0.756275160442199,-0.567854049856456,0.190216388900484,-0.227794343078192,-0.761500938697222,1.94665054840495,-0.441975576884847,2.28645740278535,-0.0748446021798774,82.0347,0,"fsyl.qrob",3.786757975,0.982458259144351,-1.11699889537163,0.484429658860059
10,0.89875609611261,-0.215891923940585,-0.836728989198399,-1.17962450704092,-1.4692983047764,1.21448435451185,-0.971337741523846,-0.893620649492417,-1.08648241474052,-0.788913319529874,1.06011151597049,0.122677192306703,-0.693727382029494,-0.768050622967722,-1.3085558793286,-1.04752193401891,82.0347,260.3938978,"fsyl",3.29686587,0.982458259144351,0.528661758035619,-0.384327590273067
11,0.420899464547946,-1.30113110405591,-0.781044770843076,1.77771389042065,-0.614330629272752,2.8103770187051,-0.540641832125151,-0.588633720952036,1.52419557613157,-0.0419271875709433,0.134655820934093,0.422650649801966,-3.10699986121416,-2.29296107237559,1.33659150856871,-0.246367029915097,82.0347,0,"all",3.121093762,0.982458259144351,-1.11699889537163,-0.696035599979429
12,2.74201659704282,-1.2868606263611,-0.216773822279707,-1.2212771605263,-0.808192344205233,-1.17935464177803,0.635553035316389,-0.715679811734654,0.730347743231367,-0.819141926424552,-0.441781607994024,0.451293149444304,0.213251062296466,0.0176884631251813,-0.0288246754015281,-1.1994771345247,82.0347,179.227601883,"fsyl.qrub",3.419446889,0.982458259144351,0.0156997389486418,-0.166946767484801
13,-0.696700995868354,-1.65535466221739,-0.204072266208683,0.819702860257042,-0.306203582894348,1.48046646521072,0.391927967387992,-0.705991358737891,-0.200442930589489,2.51087301478047,-0.955820218646029,0.447616832320187,-0.277767838580766,0.837215687317894,0.890189499162774,-1.21975848835322,82.0347,0,"fsyl.qrob",3.357557513,0.982458259144351,-1.11699889537163,-0.276699187447408
14,0.021610712394566,-0.623991534495652,-0.646078465052559,-0.0966555164211912,-1.22449351252319,-0.381408309681406,0,-0.974184768951717,0.465194294166044,-0.654147126603441,-1.25592863822399,-0.0932958535305455,0.45971474307294,1.89486903862905,-1.24395501615065,-0.171966531123966,82.0347,0,"fsyl",3.056553667,0.982458259144351,-1.11699889537163,-0.810488710814907
15,0.58391420837257,-1.26340439323235,1.28319902715305,-0.582603140417221,-0.819846616197389,-0.115426198982531,-1.77079353805929,-0.69393947537179,1.03138194891594,-0.839194415572438,-0.974130360886438,1.02789185399266,-0.104940294928926,1.35424209164344,-0.85119277594516,1.07200657739592,82.0347,0,"fsyl.qrub",4.177159767,0.982458259144351,-1.11699889537163,1.17675432262365
16,-0.201625967272252,-0.472309297320712,2.2658642755816,0.680860681972466,-0.917185369056404,-0.115426198982531,1.13065342319117,-0.614804508193846,0.495881178897242,-1.46297132656708,-0.98885081190988,-0.872336805781823,1.62821785516307,0.0794807017807114,0.864915714838073,-0.0490878863448446,82.0347,0,"qrub",4.159841737,0.982458259144351,-1.11699889537163,1.14604314367292
17,2.30853915532742,0.944027586025255,-0.861842893698235,-0.707561100873344,-0.266870039806436,-1.44533675247691,-0.360906418766562,-0.538224906017144,-0.229827452599562,0.507828995928946,-0.888588326433808,-0.985436411138986,-0.415083540971404,1.04360982755424,0.630911286152019,-1.14825096745038,82.0347,251.175794716407,"fsyl.qrob",2.947501132,0.982458259144351,0.470404365401278,-1.00387860085527
18,2.01469245395002,1.24037650492881,-0.175163433753348,-0.638140011731056,0.723527600300188,-0.381408309681406,2.3663050812345,1.70790371399192,-1.26336564222097,0.251634575004729,-0.992321383834215,-1.10830903859446,0.372573344331353,0.290486111340919,-0.575679276136103,0.396814921743674,82.0347,401.425994056709,"qrob",3.392429192,0.982458259144351,1.4199690184518,-0.214858991184819
19,-0.220259553738514,0.205983872611961,0.548182123132678,1.09738721682621,0.477420654896698,-0.381408309681406,-0.143166471954103,0.942453959413194,-0.568722968853983,0.59987624563378,-1.07523517368641,-1.54491799415944,1.60714674850144,-0.82856349248698,-0.0722951579483261,0.250637220327682,82.0347,0,"qrob",3.753005489,0.982458259144351,-1.11699889537163,0.424574199689586
20,-0.38551679282865,-0.00300200888589419,1.9963936274952,0.430944761060221,2.12855084945557,0.94850224381297,-1.33235702735925,2.11518453181743,-1.0504116177701,-0.439281132628844,1.40048123682795,-0.0071225730712207,1.16831215514682,-0.401809560098718,1.70453838395192,-0.860115597489677,2.7901,386.985495852,"qrob",4.55619292,-1.31937219453678,1.32870666587033,1.84891824600538
21,-0.407769759843817,-0.150466090991224,1.59147653916666,-1.40177199229624,-1.3924712689097,0.150555911716344,1.5347694754157,-1.00848710956678,3.76579534135545,-0.0526319620198221,2.45754853306044,-0.264984172236148,-0.530744586774993,0.856093930517203,-0.85119277594516,0.553575517116861,69.5658,434.512027551,"fsyl",4.72309003,0.620272144962379,1.62906909321887,2.14488764965982
22,0.626310988144552,0.595339790347176,0.206029586610281,-0.582603140417221,-1.38726265630857,0.41653802241522,-0.464661739507586,-1.05833896989275,1.0944765662803,-1.30313731975985,0.659947040603609,-1.16388348701134,0.494704342907376,-0.955967429382213,-0.274734388195321,-0.615187227350249,44.572,415.995063956793,"fsyl",3.919863329,-0.105726724275595,1.51204392993733,0.720473963321611
23,-1.09869468079545,0.615723159396732,-1.01919189811347,0.833587078085502,-1.03143062890953,-1.44533675247691,-0.618378056433363,0.103173542757839,0.822441285769087,1.22353333201567,-0.0538370573297536,0.0373825326090865,-0.363601365743713,0.0186868461116539,-0.382310052183352,-0.562794808075538,44.572,0,"fsyl.qrob",3.008899634,-0.105726724275595,-1.11699889537163,-0.894996679399498
24,0.32616553082557,0.398268690820722,-1.09584468836918,-0.471529397789559,-0.400908617030647,-1.44533675247691,-0.439783821191541,-0.827083310432072,1.89928171928533,1.36883635142466,-0.698424372490882,2.29914002056415,1.35948670182135,-0.287470607885523,-0.45868852062729,-0.966740949138588,44.572,229.851320606,"all",3.267590153,-0.105726724275595,0.3356360459645,-0.436244106395162
25,-0.0959418555392957,0.558459253967865,-0.952823538870881,-0.0411186451073563,-0.123603079320688,-1.17935464177803,0.83717429311851,1.7021535557093,0.00817631902014201,0.347031069874178,-1.5177781291317,-1.08403508355754,-1.1093195865918,-0.586938516623023,-0.306948245065106,0.179176912098691,1.4329,275.700800662,"qrob.qrub",3.350410391,-1.35879499800524,0.625399692289622,-0.289373639606499
26,-0.773797868184138,0.191498654740954,0.788076804492654,-1.67945634886541,-1.43153586341819,-0.647390420380281,-0.0672371704940987,-0.825506049718908,-0.748534786858395,-0.0723378428308296,0.901132826178859,-0.962869228034198,-0.48096995158536,1.24920454456928,0.398693125657779,-0.812767104233408,2.1384,345.098789471,"fsyl",4.15243936,-1.33830222770831,1.0639873111757,1.13291603136813
27,1.59081424538436,2.00685922684206,0.60031663984473,0.153260404491054,0.275696098379189,-0.381408309681406,-0.988507423289489,-0.46799362140159,-0.79695795763002,1.80651528664243,1.7188240957058,0.630556708671934,-0.0270445814694639,1.46327037754465,1.85863654252008,-1.32302866406726,5.5343,452.4834371887,"fsyl.qrob",3.980986941,-1.23966098227763,1.742646415794,0.828868404620477
28,0.625817843474952,1.1762613134882,0.284216527327064,0,0.927249703656693,-0.647390420380281,1.18395643050814,0,-1.2204326355373,1.12220812162253,-0.0846225074021154,0.419450447796242,-1.138797091712,-0.166914879645711,1.06225097858873,-1.2767845475034,57.9916,419.09787712,"fsyl.qrob",3.556204344,0.284074523458879,1.53165336618259,0.0755740431011285
29,-1.49673516449391,3.58198095928166,-0.944131466564893,-0.429876744304185,0.0788506098215165,-0.647390420380281,-0.492019531264024,-0.222555321099705,1.60047846403135,-0.508750815023399,0.587114971017871,2.05700157853494,0.0399697821071019,1.94251858584217,0.137926105013304,-0.93908890293495,57.9916,312.2820407,"all",3.371969571,0.284074523458879,0.856589086096463,-0.251141355968521
30,1.86417652497838,0.0878176257968757,-0.233736713658124,-0.596487358245682,0.228198380179768,-0.647390420380281,1.80740539684377,-0.0871753044389458,-1.3675410308325,-0.114133908746087,0.583342954385087,2.01226473113853,0.0878644179925854,-1.42828903940955,0.208410598274649,-0.107129073229127,165.5,198.310171772,"fsyl.qrob",3.664216227,3.40688805455794,0.136299471498216,0.267118477867573
31,-0.577421910868853,-0.614569745881823,0.464581979312726,0.597555375001718,0.189644808684158,-0.381408309681406,-0.126619238166535,0.739355467495758,-0.70905228584522,0.726401398711923,0.55330496093467,-1.64351885135094,-0.882920386746841,1.41235945211841,1.79457375938807,1.13721181400496,26.7515,178.7483586621,"qrob",3.4555163,-0.623361611697889,0.012670974762113,-0.102982555858626
32,-0.435006458721743,-0.730272375684152,-0.523145149179348,-0.499297833446473,0.966191128232448,-0.913372531079156,-0.271249396323748,-0.11593606731782,0.0630174761897199,0.309878626912144,-0.215805740113072,0.379399261593526,2.08944439444111,0.146608279789815,0.137349736243032,-1.05524136497073,10.0906,190.10346178,"qrob.qrub",3.235565544,-1.10731341416438,0.0844339714159844,-0.493035409899439
33,-1.31249379211166,-0.707634074058703,1.22338008097888,-0.17996082339194,0.985260383507073,0.41653802241522,-1.84825071949703,-0.25434113718077,-0.28820469235982,-1.12010191565206,0.582267970477685,-0.208278082847911,0.902726464662825,-0.955967429382213,-1.27331363269793,0.779720174454802,10.0906,194.574684627,"qrub",4.438658085,-1.10731341416438,0.112691605615903,1.64048614659052
34,1.03925759621308,0.0206142266171768,1.57949355772792,-0.124423952078105,-0.0958425988231749,-0.647390420380281,-0.258002247118534,0.309118486060198,0.387304239193416,1.11804881877805,-0.0113330286737356,-1.3851641670496,0.130723283403721,-0.776307421267469,0.267127831369194,0.379657114933223,10.0906,191.850821681,"qrob.qrub",3.98756465,-1.10731341416438,0.0954770928589682,0.84053308000127
35,-1.5859968181821,-0.269136933504242,-0.639581732946144,1.63887171213607,-0.153913880201249,0.94850224381297,-0.88991079647839,2.41883978719527,-0.561628995116071,0.840316264046269,2.00810927790105,-0.884228476744574,-0.91401787330335,0.484136323973837,1.30415023402825,1.53334962019664,10.0906,28.93862155894,"qrob",2.845065577,-1.10731341416438,-0.934110005632865,-1.18553417371907
36,-0.89085958969748,-2.174784018362,0.25590918534184,0.278218364947177,-0.374187505388387,0.94850224381297,2.48791042752857,-0.622309933935572,-0.0885347077441765,-1.20383631751081,-0.0113330286737356,-0.388160517499935,-0.428711798316381,-0.373208074440606,-0.656427768635951,-0.879518547032838,14.1948,438.242781819,"qrub",3.397063041,-0.988098066393072,1.65264704784166,-0.206641488046779
37,-0.329146743734559,0.162332662800065,-1.73817362383464,-0.471529397789559,0.943591482698023,2.54439490800622,0.151731123857221,0.258742721709231,0.843350172724872,-1.39877349544146,0.467697501549635,-1.14557514229616,-0.545863820196191,0.484136323973837,0.398693125657779,-0.747021693945695,14.1948,0,"qrub",2.258216069,-0.988098066393072,-1.11699889537163,-2.22623223564274
38,-1.24034698656553,0.743524773569436,0.344064727594649,-2.58193050771518,-0.816332792524539,0.150555911716344,1.44077898162298,0.254456760585022,1.21262048276981,-0.547002462266385,2.38791930183686,-1.11081341600338,2.19754522075102,-2.29296107237559,-0.562581156844644,-0.357896206453912,53.5887,203.8009830769,"all",3.690644874,0.156182789454131,0.171000792059491,0.313986101231356
39,-1.0657861159743,0.442402002342906,0.139300656881949,0.305986800604099,-0.718567994305445,-0.115426198982531,-0.76921344422977,-0.830434929136265,-0.894154117785241,-0.302963449085837,-1.09400779100979,0.854973063755469,-0.425977904256065,-0.287470607885523,0.0942872787720644,1.49305390397125,53.5887,0,"fsyl.qrub",3.596514904,0.156182789454131,-1.11699889537163,0.147059357641186
40,-0.799233782502811,0.409260809939641,-0.568488590001824,0.250449929290264,0.11672423226831,1.48046646521072,0.0932520631186246,-0.778214443628981,-0.218787235497923,-1.45361797951954,-0.728259635491089,1.12302341192234,0.146514481137639,-0.173804204873947,0.137349736243032,0.970182624402299,53.5887,9.856730674804,"qrub",2.982320974,0.156182789454131,-1.05470544694675,-0.942130330486292
41,-1.28649240211742,-0.913203618392601,-0.0295919721955672,0.889123949399338,-0.660661198450649,0.150555911716344,-1.0315129925163,-0.840085619227403,-1.06275486376906,-1.38364678391969,-0.68307904454233,0.604321424759359,1.88612066957513,0.104261060434621,-1.77896939150875,0.677639407243938,53.5887,18.554922188,"qrub",3.324236996,0.156182789454131,-0.999733837972785,-0.335788608144673
42,-0.14337369473695,-2.31468858105804,0.50130479686651,-1.44342464578162,-0.437447513162271,0.41653802241522,1.66470311324087,-1.04707137447075,-0.362727725493963,0.0804936011330234,-0.239690881873127,0.32430145121774,-1.02747846290227,-0.402166529647743,-1.15831045439815,0.350707880311266,53.5887,161.7387527153,"fsyl",3.50652791,0.156182789454131,-0.094827854792297,-0.0125203795444119
43,-0.21583078518976,0.80741045952611,-1.06947603052543,1.54168218733686,0.34850749301868,0.682520133114095,-0.426788725033895,1.57196441068592,-1.28655746818095,0.61692584550792,1.08432272144181,0.996687799564218,0.296838081602236,-1.15694215763896,0.436281554634212,-0.639437890433379,53.5887,188.3806430446,"qrob",2.597390266,0.156182789454131,0.0735459474271188,-1.62475276831665
44,0.307060590495853,1.64017025023572,-0.499173908506025,0.750281771114754,0.545591009190218,0.94850224381297,-1.21141747175993,-0.494380371291066,1.89680354785574,1.83663096820955,-0.7135432401905,0.549735708196416,-0.600650205619015,-1.26627992444572,0.436281554634212,1.16099553650677,53.5887,39.2011341060749,"fsyl.qrob",3.142986735,0.156182789454131,-0.869252060624916,-0.657211379697648
45,-0.669995171249195,-0.242890873615292,2.75892438473827,-0.957477021785589,0.578988600618773,1.48046646521072,-1.06123894723483,-0.350829060141294,-0.524964780544905,-1.20070517963739,0.406808925905514,0.633753045045655,0.00622455331489838,0.240168195129603,1.55116269884159,0.745161281439729,14.1948,490.53928600114,"qrub",4.975890064,-0.988098066393072,1.98315517407047,2.59319424590227
46,-0.636791813422603,-0.0309991167303784,1.00428976082969,1.38895579122383,1.04263004941399,-0.115426198982531,-0.0600690964787293,0.524151937866784,0.310488623880671,0.834481052684632,-1.23206908886752,-1.20807536318,-0.834193363784037,-0.701202235853727,-0.00955557442632896,-0.22021621708227,57.9916,222.112414974,"all",4.123988311,0.284074523458879,0.286727017732218,1.08246195217003
47,1.15866036106154,0.650879328576313,-1.49664737062585,0.278218364947177,0.985260383507073,1.21448435451185,1.09821487371972,0.570322236554633,0.929325057151925,-0.268649808544376,0.189257487628787,-0.133905650701384,0.640118899750868,1.21076673518309,0.630911286152019,0.683430531351256,57.9916,305.409471954103,"qrob",2.375267099,0.284074523458879,0.813155211230294,-2.01865809882133
48,-0.355536793185324,0.219926534604312,0.140559922202994,-0.888055932643302,1.71967476026669,-0.115426198982531,-0.162376812834245,1.87444222895953,-0.805589064132334,-0.196644241638644,0.0687051661733042,0.953778704181023,-0.352121342153208,-0.402166529647743,-0.404791759287515,1.15947195809932,57.9916,446.358032234201,"qrob",3.615344826,0.284074523458879,1.70393453350732,0.180451672134825
49,0.268393847710243,-0.644840218631225,0.393196549149332,1.34730313773845,1.35518839845451,-0.913372531079156,0.220404697330633,1.03412727273679,-0.963904369848296,0.829216429510044,-0.211672739897324,-1.08596534204653,-0.380458709729725,0.0723322366715004,-0.85119277594516,-0.181088258276144,2.0408,78.4413638929,"qrob.qrub",3.826459851,-1.34113723037447,-0.621258145497013,0.554835554826038
50,-0.10634705059533,1.02915593714549,-0.726930960389222,1.19457674162541,2.88014275641571,-0.381408309681406,-0.206981702471392,1.27109577789874,-0.654826441513349,0.959729287216053,-0.239430551409583,-0.978461848032916,-0.680583932040036,1.42937833310194,1.23072098378679,-0.98877562263038,2.0408,191.56199710578,"qrob.qrub",3.405093736,-1.34113723037447,0.0936517534666383,-0.192400138930064
51,-0.56704701865262,-0.0577913830135657,0.413623145872397,0.333755236261012,2.03490728481878,-1.17935464177803,0.0937428561906312,1.54994837937919,-1.09887942152996,0.642551306407893,-1.37197389165525,-1.504722706091,-0.346628666561298,0.484136323973837,-0.149518720622617,-1.2166997984559,2.0408,103.6248092944,"qrob.qrub",3.872052215,-1.34113723037447,-0.462101554023009,0.635687432873993
52,-0.833818260349541,-0.307926153720157,-1.99322630532227,-0.235497694705766,-0.16844730764367,-0.913372531079156,0.477084165524705,0.929470467738638,0.00427140763037817,-1.4635820440525,1.97606020087605,-0.393564129029939,-0.124143906817864,-1.44035480466127,0.568105088222282,1.15661562629505,8.1801,0,"qrub",2.423051508,-1.16280801041141,-1.11699889537163,-1.93391892607166
53,0.128417497525909,-0.0336136088376938,-1.61321007393951,1.51391375167995,0.553411971617362,-0.913372531079156,-0.341932396301745,1.91188564560523,0.468048655173952,0.0907845657899621,-0.131567233332004,0.771981090431169,-0.537688555671945,0.195464489140922,-1.1657692489117,1.84821111514038,8.1801,0,"qrob.qrub",2.873006117,-1.16280801041141,-1.11699889537163,-1.13598541303901
